c,floored charge rate,sd/a
6.663934426,5,0.00337793
6.672131148,5,0.003584631
6.676229508,5,0.003728906
6.68852459,5,0.003852489
6.696721311,5,0.00351574
6.696721311,5,0.002998632
6.709016393,5,0.002705943
6.725409836,5,0.002855258
6.733606557,5,0.003101972
6.745901639,5,0.003450419
6.745901639,5,0.003355473
6.762295082,5,0.00362543
6.774590164,5,0.003871611
6.786885246,5,0.003827469
6.786885246,5,0.003498039
6.807377049,5,0.003656816
6.81147541,5,0.003579129
6.823770492,5,0.003688494
6.831967213,5,0.003390171
6.831967213,5,0.003052206
6.848360656,5,0.003085019
6.860655738,5,0.003439193
6.868852459,5,0.003399211
6.885245902,5,0.003831161
6.885245902,5,0.003742205
6.901639344,5,0.003938014
6.918032787,5,0.004164686
6.930327869,5,0.004030417
6.930327869,5,0.00371765
6.950819672,5,0.003875853
6.954918033,5,0.003730592
6.967213115,5,0.003853414
6.979508197,5,0.003944295
6.979508197,5,0.003811566
6.995901639,5,0.00396165
7.008196721,5,0.004196946
7.016393443,5,0.00396295
7.036885246,5,0.004312368
7.036885246,5,0.004040473
7.049180328,5,0.003818687
7.06557377,5,0.004087586
7.081967213,5,0.00413545
7.081967213,5,0.003956592
7.094262295,5,0.003654813
7.110655738,5,0.003443916
7.12704918,5,0.003762652
7.139344262,5,0.003771268
7.139344262,5,0.003473152
7.155737705,5,0.003573729
7.172131148,5,0.004130176
7.180327869,5,0.004256506
7.18442623,5,0.003892113
7.200819672,5,0.003829514
7.217213115,5,0.00407965
7.233606557,5,0.004301956
7.25,5,0.004262581
7.25,5,0.00396965
7.262295082,5,0.003971829
7.278688525,5,0.004052614
7.278688525,5,0.003548097
7.31557377,5,0.004151758
7.31557377,5,0.004327185
7.327868852,5,0.004460318
7.344262295,5,0.00482376
7.356557377,5,0.004803697
7.360655738,5,0.004495223
7.381147541,5,0.004351578
7.393442623,5,0.003653806
7.413934426,5,0.004152737
7.430327869,5,0.004393298
7.430327869,5,0.004212147
7.446721311,5,0.00445375
7.463114754,5,0.00476527
7.463114754,5,0.00442714
7.479508197,5,0.004219939
7.504098361,5,0.004312133
7.516393443,5,0.004539393
7.536885246,5,0.004945037
7.553278689,5,0.004966183
7.553278689,5,0.004816637
7.573770492,5,0.004953895
7.590163934,5,0.004707493
7.614754098,5,0.00475492
7.635245902,5,0.005200708
7.635245902,5,0.00507945
7.659836066,5,0.005309226
7.676229508,5,0.00558353
7.676229508,5,0.004987207
7.700819672,5,0.005028954
7.721311475,5,0.0051473
7.741803279,5,0.005577667
7.762295082,5,0.006160083
7.778688525,5,0.006187308
7.786885246,5,0.006121519
7.81147541,5,0.006137277
7.827868852,5,0.005478962
7.827868852,5,0.004869342
7.87704918,5,0.005346214
7.87704918,5,0.00530149
7.897540984,5,0.005402782
7.922131148,5,0.005726349
7.922131148,5,0.005357868
7.946721311,5,0.005349416
7.967213115,5,0.0054379
7.995901639,5,0.005231256
8.020491803,5,0.005887049
8.040983607,5,0.00613203
8.040983607,5,0.005858743
8.06147541,5,0.00587724
8.086065574,5,0.005541218
8.086065574,5,0.005051294
8.139344262,5,0.005689437
8.139344262,5,0.005885797
8.163934426,5,0.006241032
8.18852459,5,0.006759889
8.18852459,5,0.006288695
8.213114754,5,0.005870187
8.237704918,5,0.005733882
8.258196721,5,0.005134163
8.278688525,5,0.005607503
8.303278689,5,0.005758686
8.303278689,5,0.005571299
8.336065574,5,0.005962369
8.364754098,5,0.006080127
8.364754098,5,0.005668709
8.393442623,5,0.005655454
8.422131148,5,0.005909972
8.446721311,5,0.006168238
8.463114754,5,0.006422909
8.463114754,5,0.005662774
8.483606557,5,0.005313727
8.508196721,5,0.005434087
8.528688525,6,0.005052974
8.528688525,6,0.004425981
8.56147541,6,0.00459026
8.56147541,6,0.004501602
8.581967213,6,0.004623032
8.606557377,6,0.004549502
8.606557377,6,0.004240741
8.618852459,6,0.004148599
8.639344262,6,0.004393061
8.659836066,6,0.00427511
8.676229508,6,0.004623747
8.676229508,6,0.004214207
8.692622951,6,0.004162119
8.709016393,6,0.004408829
8.725409836,6,0.004403986
8.725409836,6,0.003944695
8.758196721,6,0.004108801
8.758196721,6,0.004038292
8.774590164,6,0.004047781
8.790983607,6,0.003743455
8.790983607,6,0.003400715
8.807377049,6,0.00327583
8.819672131,6,0.003295923
8.831967213,6,0.002956976
8.848360656,6,0.003322807
8.848360656,6,0.003143232
8.864754098,6,0.003139218
8.881147541,6,0.003394066
8.901639344,6,0.003552601
8.901639344,6,0.003319371
8.918032787,6,0.003226213
8.930327869,6,0.003178005
8.950819672,6,0.003480358
8.971311475,6,0.003649907
8.971311475,6,0.003612204
8.987704918,6,0.003751597
9.004098361,6,0.004136517
9.024590164,6,0.004197236
9.024590164,6,0.003934073
9.032786885,6,0.003493155
9.040983607,6,0.003151594
9.049180328,7,0.002989753
9.06147541,7,0.00264071
9.06147541,7,0.002200874
9.069672131,7,0.001944054
9.077868852,7,0.002049889
9.077868852,7,0.001840687
9.110655738,7,0.002351382
9.110655738,7,0.002489798
9.12295082,7,0.002689375
9.12704918,7,0.002834073
9.135245902,7,0.003024034
9.135245902,7,0.002925759
9.135245902,7,0.002620548
9.131147541,7,0.001729962
9.12704918,7,0.001466557
9.12295082,7,0.001007264
9.12295082,7,0.000791542
9.114754098,7,0.000822652
9.102459016,7,0.001218374
9.102459016,7,0.001353502
9.102459016,7,0.001310768
9.102459016,7,0.001156528
9.110655738,7,0.000975731
9.106557377,7,0.000822185
9.098360656,7,0.000604154
9.098360656,7,0.000513205
9.090163934,7,0.000677121
9.069672131,7,0.001139916
9.057377049,7,0.001712861
9.045081967,7,0.002275966
9.045081967,7,0.002369071
9.032786885,7,0.002490665
9.020491803,7,0.002692383
9.012295082,7,0.00272727
9.008196721,7,0.002559937
8.995901639,7,0.00254473
8.987704918,7,0.002571622
8.979508197,7,0.002658688
8.971311475,7,0.002412265
8.971311475,7,0.00206709
8.959016393,7,0.001930001
8.954918033,7,0.001842508
8.954918033,7,0.001520775
8.942622951,7,0.001517257
8.942622951,7,0.001365702
8.93442623,7,0.001376588
8.93852459,7,0.001227215
8.946721311,7,0.00082835
8.946721311,7,0.000692871
8.950819672,7,0.00065857
8.950819672,7,0.000534972
8.942622951,7,0.000718129
8.918032787,7,0.001537443
8.918032787,7,0.001948427
8.893442623,7,0.002745779
8.868852459,7,0.003396294
8.868852459,7,0.003504903
8.831967213,7,0.004226725
8.831967213,7,0.004224437
8.81557377,7,0.004108824
8.799180328,7,0.004292973
8.786885246,7,0.004034194
8.782786885,7,0.003809649
8.766393443,7,0.003777016
8.745901639,7,0.003495983
8.733606557,7,0.003807341
8.717213115,7,0.003959731
8.717213115,7,0.003819748
8.700819672,7,0.003858232
8.68442623,7,0.003966131
8.68442623,7,0.003514594
8.672131148,7,0.003126973
8.659836066,7,0.002918852
8.647540984,7,0.002785039
8.635245902,7,0.002966129
8.62704918,7,0.002811407
8.62295082,7,0.002680619
8.610655738,7,0.002985216
8.598360656,7,0.003074318
8.598360656,7,0.002940962
8.569672131,7,0.00324959
8.569672131,7,0.003243973
8.56147541,7,0.003233359
8.549180328,7,0.003296079
8.549180328,7,0.002897082
8.536885246,7,0.002799524
8.524590164,7,0.002841486
8.512295082,7,0.002617335
8.504098361,7,0.002865639
8.495901639,7,0.002865285
8.495901639,7,0.002614715
8.487704918,7,0.002557089
8.475409836,7,0.002346859
8.475409836,7,0.002020958
8.459016393,7,0.001961162
8.459016393,7,0.001867201
8.450819672,7,0.001875088
8.446721311,7,0.001890782
8.446721311,7,0.00160988
8.43852459,7,0.001434847
8.426229508,7,0.00175323
8.418032787,7,0.001916522
8.413934426,7,0.002133475
8.409836066,7,0.002145656
8.405737705,7,0.002149004
8.397540984,7,0.002011701
8.389344262,7,0.001704927
8.389344262,7,0.001241826
8.389344262,7,0.001012343
8.381147541,7,0.001023277
8.37295082,7,0.001169779
8.368852459,7,0.001387295
8.368852459,7,0.001447821
8.364754098,7,0.001428863
8.360655738,7,0.001496294
8.356557377,7,0.001460798
8.352459016,7,0.001251858
8.352459016,7,0.001104992
8.352459016,7,0.000986742
8.348360656,7,0.001005816
8.340163934,7,0.00106834
8.340163934,7,0.001029052
8.340163934,7,0.000846348
8.336065574,7,0.000714809
8.336065574,7,0.000603089
8.331967213,7,0.000570691
8.331967213,7,0.000437505
8.331967213,7,0.000347347
8.327868852,7,0.000444592
8.327868852,7,0.000509086
8.327868852,7,0.000410514
8.327868852,7,0.000366041
8.327868852,7,0.000254652
8.327868852,7,0.000294977
8.327868852,7,0.000283297
8.327868852,7,0.000211105
8.327868852,7,0.000218039
8.323770492,7,0.000310413
8.327868852,7,0.000283336
8.327868852,7,0.000278945
8.327868852,7,0.000227095
8.327868852,7,0.000230903
8.327868852,7,0.000221635
8.327868852,7,0.000197454
8.327868852,7,0.000151367
8.327868852,7,0.000144182
8.327868852,7,0
8.327868852,7,0
8.327868852,7,0
8.327868852,7,0
8.327868852,7,0.000144182
8.327868852,7,0.00018877
8.327868852,7,0.00021104
8.327868852,7,0.00021795
8.327868852,7,0.000211018
8.331967213,7,0.000283235
8.327868852,7,0.00024127
8.331967213,7,0.000227782
8.331967213,7,0.000254652
8.331967213,7,0.000262988
8.331967213,7,0.000254621
8.331967213,7,0.000326017
8.331967213,7,0.000379497
8.331967213,7,0.000406607
8.331967213,7,0.000435811
8.331967213,7,0.000422015
8.331967213,7,0.000377501
8.336065574,7,0.000314714
8.336065574,7,0.00022767
8.340163934,7,0.000371738
8.340163934,7,0.000435848
8.344262295,7,0.000553551
8.344262295,7,0.00058748
8.344262295,7,0.000553347
8.348360656,7,0.000521113
8.352459016,7,0.00061223
8.352459016,7,0.000583259
8.352459016,7,0.000571972
8.356557377,7,0.000781365
8.364754098,7,0.001130602
8.364754098,7,0.001250349
8.364754098,7,0.001211117
8.37295082,7,0.00129388
8.37704918,7,0.001379558
8.381147541,7,0.00118541
8.389344262,7,0.000897166
8.389344262,7,0.000761968
8.393442623,7,0.000816428
8.401639344,7,0.000963842
8.401639344,7,0.001101285
8.418032787,7,0.001688409
8.418032787,7,0.001970268
8.426229508,7,0.002084095
8.43852459,7,0.002373083
8.442622951,7,0.002397067
8.442622951,7,0.002229732
8.454918033,7,0.002190877
8.454918033,7,0.001927379
8.467213115,7,0.00207248
8.475409836,7,0.002058132
8.475409836,7,0.001885638
8.487704918,7,0.002109648
8.5,7,0.002376072
8.5,7,0.002301611
8.516393443,7,0.002568675
8.516393443,7,0.002409523
8.528688525,7,0.00238832
8.540983607,7,0.002488434
8.553278689,7,0.002430241
8.553278689,7,0.002338047
8.56147541,7,0.002383472
8.573770492,7,0.002329125
8.586065574,7,0.002499379
8.598360656,7,0.002550875
8.598360656,7,0.002366366
8.606557377,7,0.002299844
8.614754098,7,0.00236996
8.614754098,7,0.002077855
8.635245902,7,0.002113175
8.635245902,7,0.00204213
8.643442623,7,0.002040431
8.651639344,7,0.00219962
8.663934426,7,0.002311764
8.663934426,7,0.0022356
8.672131148,7,0.002208464
8.680327869,7,0.001960414
8.68442623,7,0.0020074
8.696721311,7,0.002020489
8.696721311,7,0.00187252
8.704918033,7,0.001722613
8.713114754,7,0.001792818
8.717213115,7,0.001657486
8.733606557,7,0.001849615
8.733606557,7,0.001872226
8.741803279,7,0.001878891
8.754098361,7,0.002163381
8.758196721,7,0.002200534
8.758196721,7,0.002017194
8.770491803,7,0.001988117
8.778688525,7,0.00188007
8.782786885,7,0.002034439
8.795081967,7,0.002141988
8.795081967,7,0.002058222
8.795081967,7,0.001982321
8.803278689,7,0.001911417
8.807377049,7,0.001586999
8.807377049,7,0.001303111
8.81147541,7,0.001068956
8.819672131,7,0.00101833
8.819672131,7,0.001084192
8.823770492,7,0.001096158
8.823770492,7,0.001084715
8.823770492,7,0.001081693
8.827868852,7,0.001108339
8.827868852,7,0.000966957
8.836065574,7,0.000939221
8.836065574,7,0.000817941
8.840163934,7,0.000632344
8.844262295,7,0.000503735
8.848360656,7,0.00056812
8.848360656,7,0.000552143
8.856557377,7,0.000744347
8.856557377,7,0.000994104
8.856557377,7,0.001171014
8.860655738,7,0.001161491
8.860655738,7,0.001077487
8.864754098,7,0.001018439
8.868852459,7,0.000988738
8.868852459,7,0.000663218
8.881147541,7,0.00067727
8.881147541,7,0.000731002
8.885245902,7,0.000773549
8.893442623,7,0.00098586
8.897540984,7,0.001927932
8.897540984,7,0.002324962
8.905737705,7,0.002670366
8.905737705,7,0.002571826
8.905737705,7,0.002458157
8.905737705,7,0.002084926
8.905737705,7,0.001740897
8.901639344,7,0.001714787
8.897540984,7,0.002080163
8.897540984,7,0.002288114
8.893442623,7,0.002316654
8.893442623,7,0.002068734
8.893442623,7,0.001595766
8.901639344,7,0.0005471
8.901639344,7,0.000609533
8.901639344,7,0.000683254
8.905737705,7,0.000768619
8.905737705,7,0.000779139
8.905737705,7,0.000573893
8.905737705,7,0.00047651
8.905737705,7,0.000238214
8.909836066,7,0.000294941
8.905737705,7,0.000245984
8.905737705,7,0.000232177
8.905737705,7,0.000274631
8.901639344,7,0.000398144
8.893442623,7,0.00069294
8.889344262,7,0.00093314
8.889344262,7,0.000926744
8.885245902,7,0.000824459
8.885245902,7,0.000718492
8.889344262,7,0.000605027
8.893442623,7,0.000479269
8.893442623,7,0.000458092
8.893442623,7,0.000494397
8.893442623,7,0.000408623
8.889344262,7,0.000408623
8.889344262,7,0.000342967
8.889344262,7,0.00024638
8.881147541,7,0.000477169
8.881147541,7,0.000574687
8.87704918,7,0.000694502
8.87704918,7,0.000716207
8.87704918,7,0.000649581
8.87704918,7,0.000604203
8.868852459,7,0.000649881
8.868852459,7,0.000537904
8.864754098,7,0.000641372
8.864754098,7,0.00064152
8.864754098,7,0.000650482
8.856557377,7,0.000771367
8.856557377,7,0.000759124
8.856557377,7,0.00060546
8.852459016,7,0.000654123
8.852459016,7,0.00060574
8.848360656,7,0.000654426
8.852459016,7,0.000563815
8.856557377,7,0.000536837
8.856557377,7,0.000625493
8.856557377,7,0.00068591
8.856557377,7,0.000725191
8.864754098,7,0.00083821
8.864754098,7,0.000916336
8.868852459,7,0.000798307
8.87295082,7,0.000923962
8.87295082,7,0.000990729
8.87704918,7,0.001036027
8.885245902,7,0.001037729
8.893442623,7,0.00103991
8.897540984,7,0.001139462
8.905737705,7,0.001323273
8.905737705,7,0.001367088
8.909836066,7,0.00140695
8.922131148,7,0.00143614
8.922131148,7,0.001318095
8.93442623,7,0.001369253
8.946721311,7,0.001670469
8.959016393,7,0.002039788
8.971311475,7,0.002497029
8.971311475,7,0.002642938
8.983606557,7,0.002773211
8.995901639,7,0.002951436
9.012295082,7,0.003017836
9.012295082,7,0.002839074
9.040983607,7,0.00297302
9.040983607,7,0.002879794
9.06147541,7,0.003089489
9.081967213,7,0.003333009
9.081967213,7,0.003251586
9.098360656,7,0.003303817
9.12295082,7,0.003861842
9.139344262,7,0.004104327
9.151639344,7,0.004404029
9.151639344,7,0.004037618
9.159836066,7,0.0037207
9.172131148,7,0.00341279
9.176229508,7,0.002611532
9.176229508,7,0.001590995
9.18852459,7,0.001242177
9.18852459,7,0.001080806
9.192622951,7,0.001129446
9.196721311,7,0.001172245
9.196721311,7,0.001200958
9.18852459,7,0.001017606
9.18442623,7,0.000844729
9.176229508,7,0.000740631
9.168032787,7,0.001061182
9.168032787,7,0.00125913
9.159836066,7,0.00151752
9.151639344,7,0.001654358
9.151639344,7,0.001519385
9.151639344,7,0.001352288
9.139344262,7,0.001508804
9.139344262,7,0.001536165
9.139344262,7,0.001520883
9.135245902,7,0.001373418
9.135245902,7,0.001224746
9.135245902,7,0.00112324
9.131147541,7,0.000886494
9.131147541,7,0.00024135
9.135245902,7,0.000234593
9.135245902,7,0.000227501
9.135245902,7,0.000220042
9.12704918,7,0.000313704
9.12704918,7,0.000373938
9.12704918,7,0.000415539
9.118852459,7,0.000632012
9.106557377,7,0.001085136
9.102459016,7,0.001346447
9.110655738,7,0.001281024
9.110655738,7,0.001099564
9.118852459,7,0.001003573
9.12295082,7,0.000930844
9.098360656,7,0.000944693
9.098360656,7,0.000991628
9.06147541,7,0.001606829
9.040983607,7,0.002502302
9.004098361,7,0.003916594
8.954918033,7,0.00585754
8.954918033,7,0.006554181
8.913934426,7,0.007407845
8.889344262,7,0.008154044
8.852459016,7,0.008526822
8.81557377,7,0.008846611
8.81557377,7,0.008157713
8.786885246,7,0.007650909
8.758196721,7,0.007838225
8.733606557,7,0.007194674
8.733606557,7,0.006538159
8.709016393,7,0.005893113
8.68852459,7,0.005617076
8.668032787,7,0.005720288
8.647540984,7,0.005298414
8.647540984,7,0.004649914
8.62704918,7,0.004512008
8.610655738,7,0.004632714
8.598360656,7,0.004229314
8.573770492,7,0.004380902
8.573770492,7,0.004234936
8.553278689,7,0.004304369
8.540983607,7,0.004470792
8.524590164,7,0.004294278
8.524590164,7,0.003920339
8.504098361,7,0.003949998
8.495901639,7,0.003742184
8.479508197,7,0.004011035
8.467213115,7,0.003896719
8.467213115,7,0.003669099
8.454918033,7,0.00339095
8.43852459,7,0.003372989
8.430327869,7,0.002877411
8.413934426,7,0.003019169
8.413934426,7,0.002813641
8.401639344,7,0.002864335
8.385245902,7,0.003165624
8.37704918,7,0.003139705
8.37704918,7,0.002804231
8.368852459,7,0.002634332
8.356557377,7,0.002518119
8.344262295,7,0.002241627
8.336065574,7,0.00173181
8.336065574,7,0.001207266
8.327868852,7,0.001120973
8.319672131,7,0.001267219
8.31557377,7,0.0012761
8.303278689,7,0.00170654
8.303278689,7,0.002004951
8.295081967,7,0.002067655
8.290983607,7,0.002116052
8.282786885,7,0.002033266
8.282786885,7,0.001828157
8.274590164,7,0.00180868
8.270491803,7,0.001638912
8.270491803,7,0.001621711
8.266393443,7,0.001452371
8.266393443,7,0.001279629
8.258196721,7,0.001268336
8.254098361,7,0.001341425
8.254098361,7,0.001154846
8.25,7,0.001191349
8.245901639,7,0.001255294
8.241803279,7,0.001235551
8.237704918,7,0.001220491
8.233606557,7,0.001054203
8.233606557,7,0.001029181
8.229508197,7,0.00105499
8.229508197,7,0.000921214
8.229508197,7,0.000749457
8.225409836,7,0.000638078
8.225409836,7,0.000515423
8.221311475,7,0.000515551
8.221311475,7,0.000528382
8.221311475,7,0.000461296
8.217213115,7,0.000528579
8.217213115,7,0.000515937
8.213114754,7,0.000516065
8.213114754,7,0.000528909
8.213114754,7,0.000461756
8.213114754,7,0.000442153
8.213114754,7,0.000377116
8.213114754,7,0.000230964
8.213114754,7,0.000176413
8.213114754,7,0
8.213114754,7,0
8.213114754,7,0
8.213114754,7,0
8.213114754,7,0
8.213114754,7,0
8.213114754,7,0
8.213114754,7,0
8.217213115,7,0.000465224
8.213114754,7,0.000511221
8.213114754,7,0.000531452
8.221311475,7,0.000709092
8.217213115,7,0.000703706
8.217213115,7,0.000775023
8.221311475,7,0.000833381
8.225409836,7,0.000841029
8.225409836,7,0.000946084
8.225409836,7,0.000893973
8.229508197,7,0.000791144
8.233606557,7,0.000750651
8.233606557,7,0.000463366
8.233606557,7,0.000281969
8.233606557,7,0.000165646
8.237704918,7,0.000235234
8.237704918,7,0.000258591
8.241803279,7,0.000616599
8.237704918,7,0.000695425
8.237704918,7,0.000711306
8.245901639,7,0.000850964
8.245901639,7,0.000866992
8.254098361,7,0.001552851
8.25,7,0.001733117
8.254098361,7,0.001791688
8.254098361,7,0.001869076
8.258196721,7,0.001790107
8.258196721,7,0.001478136
8.258196721,7,0.001268305
8.266393443,7,0.000824958
8.266393443,7,0.000844756
8.270491803,7,0.000844476
8.270491803,7,0.000827264
8.270491803,7,0.000812817
8.278688525,7,0.00074828
8.278688525,7,0.000673704
8.278688525,7,0.000486971
8.282786885,7,0.000551471
8.286885246,7,0.000635572
8.286885246,7,0.000699179
8.290983607,7,0.000782451
8.290983607,7,0.000644349
8.290983607,7,0.000633975
8.290983607,7,0.000556836
8.290983607,7,0.00037376
8.290983607,7,0.000242474
8.295081967,7,0.000218783
8.295081967,7,0.000157845
8.295081967,7,0.000162982
8.295081967,7,0.000167175
8.295081967,7,0.000170493
8.295081967,7,0.000172987
8.295081967,7,0.000174691
8.295081967,7,0
8.295081967,7,0
8.299180328,7,0.00017467
8.299180328,7,0.000228682
8.295081967,7,0.000228682
8.299180328,7,0.000255659
8.295081967,7,0.000255659
8.299180328,7,0.000264027
8.299180328,7,0.000255627
8.299180328,7,0.000228626
8.303278689,7,0.000316499
8.299180328,7,0.000316499
8.299180328,7,0.000263962
8.299180328,7,0.000263962
8.299180328,7,0.000210032
8.303278689,7,0.000341728
8.303278689,7,0.000400436
8.303278689,7,0.000418147
8.299180328,7,0.000417998
8.303278689,7,0.00040363
8.303278689,7,0.000626778
8.303278689,7,0.00067887
8.307377049,7,0.000803199
8.307377049,7,0.000888031
8.307377049,7,0.000909061
8.307377049,7,0.000835908
8.307377049,7,0.000588245
8.307377049,7,0.000380392
8.307377049,7,0.000404606
8.307377049,7,0.00042305
8.307377049,7,0.000378426
8.307377049,7,0.000341065
8.31147541,7,0.000151589
8.31147541,7,0.000157664
8.31147541,7,0.000162725
8.31557377,7,0.000267209
8.31557377,7,0.000541895
8.31147541,7,0.000580229
8.31557377,7,0.000666531
8.31557377,7,0.00061255
8.31557377,7,0.000586924
8.319672131,7,0.00057357
8.319672131,7,0.000395595
8.319672131,7,0.000303216
8.319672131,7,0.000312378
8.319672131,7,0.000288511
8.323770492,7,0.000302664
8.323770492,7,0.00031458
8.327868852,7,0.000405631
8.327868852,7,0.000436492
8.327868852,7,0.000455844
8.327868852,7,0.000436384
8.327868852,7,0.000372104
8.331967213,7,0.000558911
8.331967213,7,0.000666135
8.331967213,7,0.000677582
8.331967213,7,0.000699689
8.336065574,7,0.000747015
8.336065574,7,0.000714612
8.336065574,7,0.000559964
8.340163934,7,0.00026299
8.344262295,7,0.000385674
8.344262295,7,0.000433237
8.344262295,7,0.000431331
8.348360656,7,0.000355808
8.348360656,7,0.000345983
8.348360656,7,0.00033257
8.356557377,7,0.000360014
8.356557377,7,0.000407848
8.356557377,7,0.000460687
8.360655738,7,0.000579553
8.364754098,7,0.000738704
8.364754098,7,0.000761428
8.364754098,7,0.000690267
8.368852459,7,0.000570991
8.37295082,7,0.0006805
8.381147541,7,0.000907
8.381147541,7,0.000934571
8.385245902,7,0.001013312
8.385245902,7,0.001044179
8.389344262,7,0.001043796
8.393442623,7,0.000841978
8.393442623,7,0.000607836
8.397540984,7,0.000407257
8.401639344,7,0.000491193
8.401639344,7,0.000471406
8.409836066,7,0.000706021
8.409836066,7,0.000875371
8.409836066,7,0.000979023
8.418032787,7,0.001123799
8.422131148,7,0.001178764
8.422131148,7,0.001142916
8.426229508,7,0.001069242
8.430327869,7,0.000897433
8.43442623,7,0.000891737
8.442622951,7,0.001035123
8.442622951,7,0.000956196
8.442622951,7,0.000938807
8.446721311,7,0.001065659
8.450819672,7,0.001133283
8.454918033,7,0.001125844
8.454918033,7,0.001029911
8.459016393,7,0.000959624
8.459016393,7,0.000953813
8.467213115,7,0.001008994
8.467213115,7,0.000856632
8.471311475,7,0.000856321
8.479508197,7,0.001027149
8.479508197,7,0.00109767
8.483606557,7,0.000944391
8.483606557,7,0.000806238
8.491803279,7,0.000655878
8.495901639,7,0.000716156
8.5,7,0.000754803
8.508196721,7,0.000980592
8.508196721,7,0.001151575
8.508196721,7,0.001234699
8.516393443,7,0.001260718
8.520491803,7,0.00115175
8.520491803,7,0.001059461
8.528688525,7,0.001651886
8.536885246,7,0.002093077
8.545081967,7,0.002516011
8.549180328,7,0.002697364
8.549180328,7,0.002558774
8.557377049,7,0.002454898
8.56557377,7,0.002084436
8.569672131,7,0.001226861
8.569672131,7,0.000917705
8.581967213,7,0.000961655
8.586065574,7,0.001115577
8.594262295,7,0.001373378
8.606557377,7,0.00171621
8.606557377,7,0.001905269
8.614754098,7,0.00200374
8.618852459,7,0.002002307
8.618852459,7,0.001684189
8.635245902,7,0.001788933
8.635245902,7,0.001646482
8.643442623,7,0.001615616
8.647540984,7,0.001711573
8.655737705,7,0.001738356
8.655737705,7,0.001690425
8.668032787,7,0.00196189
8.672131148,7,0.001924315
8.68442623,7,0.002254028
8.692622951,7,0.002410225
8.692622951,7,0.002388762
8.704918033,7,0.002480312
8.709016393,7,0.002462043
8.709016393,7,0.00201052
8.729508197,7,0.002215283
8.729508197,7,0.002092382
8.741803279,7,0.002218785
8.75,7,0.002285273
8.754098361,7,0.002074335
8.758196721,7,0.002030802
8.770491803,7,0.002057842
8.778688525,7,0.001859984
8.790983607,7,0.00197675
8.795081967,7,0.001860742
8.795081967,7,0.001768661
8.807377049,7,0.001797234
8.819672131,7,0.001911032
8.819672131,7,0.001743985
8.831967213,7,0.001976062
8.844262295,7,0.002335516
8.852459016,7,0.002601848
8.856557377,7,0.002667765
8.864754098,7,0.002507497
8.868852459,7,0.002333769
8.87295082,7,0.002136376
8.881147541,7,0.00169168
8.885245902,7,0.001428722
8.893442623,7,0.00141449
8.893442623,7,0.001349386
8.897540984,7,0.001065597
8.905737705,7,0.000924425
8.905737705,7,0.000792629
8.909836066,7,0.000599636
8.918032787,7,0.000698102
8.926229508,7,0.00096685
8.930327869,7,0.001336626
8.93852459,7,0.001742224
8.93852459,7,0.001725347
8.942622951,7,0.001744667
8.950819672,7,0.001693053
8.950819672,7,0.00152093
8.967213115,7,0.001681632
8.967213115,7,0.001686679
8.979508197,7,0.001886567
8.987704918,7,0.00213794
8.987704918,7,0.002083249
8.995901639,7,0.002065832
9.004098361,7,0.002080714
9.016393443,7,0.002089182
9.024590164,7,0.002300132
9.028688525,7,0.002221515
9.028688525,7,0.002102202
9.040983607,7,0.002212177
9.053278689,7,0.002213678
9.053278689,7,0.002093532
9.073770492,7,0.002299583
9.073770492,7,0.002357582
9.086065574,7,0.00244682
9.098360656,7,0.002543828
9.098360656,7,0.002201827
9.106557377,7,0.002059208
9.106557377,7,0.001901244
9.110655738,7,0.00145686
9.118852459,7,0.001285547
9.118852459,7,0.000888381
9.118852459,8,0.000500713
9.118852459,8,0.000392291
9.12295082,8,0.000208757
9.12295082,8,0.000252163
9.114754098,8,0.000526645
9.114754098,8,0.000630165
9.114754098,8,0.000697519
9.110655738,8,0.000791701
9.110655738,8,0.000813861
9.106557377,8,0.000834578
9.106557377,8,0.00058885
9.102459016,8,0.000506547
9.098360656,8,0.000633505
9.094262295,8,0.00075123
9.094262295,8,0.000739301
9.094262295,8,0.000719613
9.086065574,8,0.000777921
9.086065574,8,0.000789703
9.081967213,8,0.000761915
9.081967213,8,0.000700061
9.077868852,8,0.000641321
9.069672131,8,0.000766542
9.069672131,8,0.000758259
9.069672131,8,0.0006108
9.06147541,8,0.000758826
9.06147541,8,0.000767644
9.06147541,8,0.000833871
9.057377049,8,0.000870133
9.057377049,8,0.000760737
9.049180328,8,0.00091403
9.049180328,8,0.000915471
9.049180328,8,0.000839022
9.045081967,8,0.000911826
9.036885246,8,0.00103522
9.036885246,8,0.001046458
9.036885246,8,0.001005708
9.036885246,8,0.000820056
9.036885246,8,0.000964873
9.028688525,8,0.000935072
9.024590164,8,0.000915407
9.024590164,8,0.000921796
9.016393443,8,0.000903167
9.016393443,8,0.000883551
9.012295082,8,0.001295472
9.012295082,8,0.00156414
9.012295082,8,0.001480634
9.004098361,8,0.001546384
9.004098361,8,0.001499284
9,8,0.001314162
8.991803279,8,0.001288616
8.987704918,8,0.001053625
8.987704918,8,0.001115432
8.987704918,8,0.001054345
8.979508197,8,0.000996982
8.979508197,8,0.000859448
8.967213115,8,0.00076796
8.967213115,8,0.000626071
8.967213115,8,0.000599292
8.963114754,8,0.000664868
8.963114754,8,0.00092776
8.959016393,8,0.001104361
8.954918033,8,0.001331764
8.950819672,8,0.001272152
