ac,floored charge rate,sd/a
10.3647541,8,0.000455444
10.37295082,8,0.000644354
10.37704918,8,0.000785432
10.37704918,8,0.00086302
10.3852459,8,0.001056369
10.3852459,8,0.000967795
10.39344262,8,0.001055534
10.40163934,8,0.001131376
10.40163934,8,0.001074136
10.41393443,8,0.001021474
10.42213115,8,0.001057664
10.42213115,8,0.000920855
10.43032787,8,0.000965424
10.43442623,8,0.000900036
10.43852459,8,0.001360963
10.43852459,8,0.001597118
10.44262295,8,0.00170851
10.44262295,8,0.001607251
10.44262295,8,0.001483179
10.44262295,8,0.001164828
10.44262295,8,0.000915893
10.44672131,8,0.000635234
10.44672131,8,0.000690885
10.45081967,8,0.000693591
10.44262295,8,0.000724662
10.44262295,8,0.000751812
10.44262295,8,0.000676145
10.43852459,8,0.000520112
10.43442623,8,0.000668032
10.43442623,8,0.000715996
10.43442623,8,0.000699563
10.43442623,8,0.001358552
10.42213115,8,0.001532734
10.42213115,8,0.001644796
10.42213115,8,0.001703418
10.40983607,8,0.001626612
10.40983607,8,0.001457902
10.39754098,8,0.002393044
10.39754098,8,0.002981431
10.39754098,8,0.003124457
10.3852459,8,0.003337106
10.37295082,8,0.003410132
10.3647541,8,0.003053883
10.36065574,8,0.002574359
10.34836066,8,0.001497678
10.34836066,8,0.001552486
10.3442623,8,0.00148371
10.33606557,8,0.001291899
10.33606557,8,0.001212944
10.33606557,8,0.001199991
10.32377049,8,0.001239568
10.31147541,8,0.001393329
10.31147541,8,0.00151013
10.31147541,8,0.001433417
10.30327869,8,0.001377444
10.29508197,8,0.001431424
10.28688525,8,0.001501528
10.28688525,8,0.001283374
10.27868852,8,0.001271905
10.27868852,8,0.001462501
10.27459016,8,0.001517811
10.26639344,8,0.001483105
10.26639344,8,0.00136309
10.26639344,8,0.001213691
10.25819672,8,0.001202194
10.24590164,8,0.001333287
10.23360656,8,0.001628654
10.23360656,8,0.001751699
10.22540984,8,0.001865905
10.21311475,8,0.002108847
10.20081967,8,0.002068857
10.20081967,8,0.001729863
10.18852459,8,0.001443783
10.18852459,8,0.001270257
10.17622951,8,0.001401708
10.16803279,8,0.001444044
10.16803279,8,0.001321608
10.16393443,8,0.001341351
10.15163934,8,0.001422456
10.14754098,8,0.001321999
10.13934426,8,0.001427403
10.13934426,8,0.001540534
10.13934426,8,0.00161399
10.12704918,8,0.001857854
10.12295082,8,0.001836934
10.12295082,8,0.001605746
10.1147541,8,0.001538769
10.1147541,8,0.00117524
10.10655738,8,0.000876508
10.10245902,8,0.000792529
10.10245902,8,0.000526966
10.09836066,8,0.000549116
10.0942623,8,0.000742831
10.08606557,8,0.000992625
10.08196721,8,0.001245487
10.08196721,8,0.00116921
10.08196721,8,0.001106123
10.06967213,8,0.001209601
10.06557377,8,0.001374263
10.06557377,8,0.001338686
10.06147541,8,0.001339223
10.06147541,8,0.001321927
10.05327869,8,0.001371866
10.04508197,8,0.001384306
10.04508197,8,0.001110426
10.04918033,8,0.000869697
10.04508197,8,0.000843945
10.03688525,8,0.000856469
10.03278689,8,0.000892454
10.03278689,8,0.000689992
10.03278689,8,0.000577566
10.03278689,8,0.000567272
10.02868852,8,0.00057524
10.02868852,8,0.000405061
10.02459016,8,0.000304078
10.02459016,8,0.000736406
10.0204918,8,0.000841005
10.0204918,8,0.000916416
10.0204918,8,0.000958796
10.01229508,8,0.000941866
10.01229508,8,0.001181659
10.00819672,8,0.001444759
10.00819672,8,0.001617117
10.00409836,8,0.001671988
10,8,0.00169064
10,8,0.001524642
9.995901639,8,0.001144261
9.995901639,8,0.000609668
9.995901639,8,0.000525249
9.983606557,8,0.000726711
9.983606557,8,0.000751307
9.975409836,8,0.000915581
9.975409836,8,0.001167673
9.963114754,8,0.001501109
9.959016393,8,0.001716965
9.946721311,8,0.001947734
9.946721311,8,0.001860475
9.930327869,8,0.002080683
9.926229508,8,0.002036372
9.918032787,8,0.001991521
9.909836066,8,0.001943789
9.909836066,8,0.001851365
9.901639344,8,0.001709044
9.897540984,8,0.001522933
9.893442623,8,0.001102902
9.885245902,8,0.001040551
9.885245902,8,0.000860646
9.87704918,8,0.000888879
9.87295082,8,0.001107907
9.864754098,8,0.001308604
9.864754098,8,0.001432171
9.856557377,8,0.001467599
9.852459016,8,0.001433618
9.852459016,8,0.001365631
9.844262295,8,0.00131036
9.844262295,8,0.001188228
9.840163934,8,0.00112804
9.840163934,8,0.001079333
9.836065574,8,0.000932797
9.831967213,8,0.000898499
9.831967213,8,0.000734099
9.827868852,8,0.000432646
9.823770492,8,0.000445109
9.81557377,8,0.000583262
9.81557377,8,0.000663635
9.803278689,8,0.000745071
9.799180328,8,0.000872951
9.786885246,8,0.001220092
9.774590164,8,0.001523276
9.774590164,8,0.001601093
9.766393443,8,0.00169207
9.758196721,8,0.002037761
9.754098361,8,0.002133299
9.737704918,8,0.002334513
9.737704918,8,0.002206468
9.729508197,8,0.002162763
9.717213115,8,0.002150491
9.713114754,8,0.001889611
9.713114754,8,0.001469696
9.704918033,8,0.00133401
9.696721311,8,0.001181963
9.68852459,8,0.001380064
9.680327869,8,0.001417965
9.680327869,8,0.001405436
9.676229508,8,0.001376209
9.668032787,8,0.001400551
9.663934426,8,0.001254787
9.663934426,8,0.00106719
9.659836066,8,0.001047803
9.655737705,8,0.001113978
9.651639344,8,0.001179913
9.651639344,8,0.001066023
9.651639344,8,0.000870348
9.647540984,8,0.000803204
9.643442623,8,0.000781618
9.643442623,8,0.000589757
9.643442623,8,0.000494835
9.643442623,8,0.000421021
9.643442623,8,0.00038924
9.643442623,8,0.000319597
9.643442623,8,0.000213953
9.643442623,8,0.000210868
9.643442623,8,0.000217772
9.639344262,8,0.000220209
9.643442623,8,0.000290871
9.643442623,8,0.000311421
9.643442623,8,0.00029264
9.643442623,8,0.000307866
9.647540984,8,0.000381543
9.647540984,8,0.000414238
9.651639344,8,0.000490186
9.651639344,8,0.000376593
9.651639344,8,0.000393297
9.655737705,8,0.000450506
9.659836066,8,0.000529295
9.659836066,8,0.000504266
9.663934426,8,0.000575668
9.668032787,8,0.000641569
9.668032787,8,0.000680343
9.668032787,8,0.000641297
9.668032787,8,0.000506882
9.676229508,8,0.000456517
9.680327869,8,0.000512406
9.680327869,8,0.000460535
9.68852459,8,0.000624573
9.68852459,8,0.000720228
9.692622951,8,0.000813453
9.692622951,8,0.000717127
9.696721311,8,0.000570601
9.696721311,8,0.000468763
9.704918033,8,0.000500388
9.709016393,8,0.000548646
9.713114754,8,0.000711138
9.721311475,8,0.000984063
9.721311475,8,0.001150745
9.721311475,8,0.001080451
9.733606557,8,0.001193177
9.733606557,8,0.001079426
9.737704918,8,0.001236073
9.745901639,8,0.001426562
9.75,8,0.001529061
9.758196721,8,0.00172938
9.770491803,8,0.001944867
9.770491803,8,0.001829428
9.774590164,8,0.001943441
9.782786885,8,0.001892319
9.795081967,8,0.002041818
9.799180328,8,0.002096521
9.799180328,8,0.001921712
9.807377049,8,0.001568146
9.819672131,8,0.001450409
9.819672131,8,0.001057557
9.827868852,8,0.000898149
9.836065574,8,0.000941722
9.848360656,8,0.001345629
9.860655738,8,0.001828119
9.87295082,8,0.002286808
9.87295082,8,0.002263129
9.885245902,8,0.002409419
9.897540984,8,0.002443278
9.897540984,8,0.002186857
9.922131148,8,0.002241137
9.922131148,8,0.002132216
9.942622951,8,0.002375452
9.954918033,8,0.002704352
9.954918033,8,0.002602679
9.971311475,8,0.002960456
9.983606557,8,0.003299788
10,8,0.003345632
10.01639344,8,0.003676561
10.03688525,8,0.003833467
10.03688525,8,0.003788753
10.05737705,8,0.003931343
10.07786885,8,0.003796631
10.07786885,8,0.00362901
10.1147541,8,0.003896807
10.1147541,8,0.003790751
10.1352459,8,0.003410436
10.15163934,8,0.003272628
10.15163934,8,0.002587459
10.17213115,8,0.002375007
10.19262295,8,0.002627559
10.21311475,8,0.002782721
10.23360656,8,0.004069262
10.25,8,0.004896648
10.25,8,0.004959082
10.2704918,8,0.005069501
10.28688525,8,0.004749401
10.28688525,8,0.003902681
10.31147541,8,0.003188576
10.33196721,8,0.002613526
10.35655738,8,0.003048398
10.36885246,8,0.003465908
10.38114754,8,0.003574701
10.38934426,8,0.003561497
10.40163934,8,0.00364518
10.41803279,8,0.003117883
10.43442623,8,0.002851555
10.45081967,8,0.002808242
10.45081967,8,0.002775782
10.45901639,8,0.002972922
10.45901639,8,0.002960636
10.45901639,8,0.00253872
10.46721311,8,0.002071152
10.46721311,8,0.001580637
10.47131148,8,0.00146373
10.4795082,8,0.00159419
10.48770492,8,0.001575073
10.48770492,8,0.00169399
10.49180328,8,0.001701086
10.49590164,8,0.001554292
10.49590164,8,0.001266329
10.49180328,8,0.00075187
10.49180328,8,0.000607353
10.48360656,8,0.000767851
10.47540984,8,0.001043352
10.47540984,8,0.001176245
10.47131148,8,0.001207957
10.46311475,8,0.001104753
10.45901639,8,0.001159539
10.45081967,8,0.001272553
10.45081967,8,0.001160674
10.45081967,8,0.000946267
10.44672131,8,0.000835478
10.44672131,8,0.000646308
10.44672131,8,0.000468129
10.43852459,8,0.000477695
10.43852459,8,0.000500809
10.43442623,8,0.001002928
10.43442623,8,0.001273735
10.43442623,8,0.001329591
10.43852459,8,0.001279055
10.43852459,8,0.001138326
10.44672131,8,0.000858231
10.45081967,8,0.000710421
10.45491803,8,0.000584514
10.45901639,8,0.000719973
10.46311475,8,0.0008261
10.47540984,8,0.00107324
10.47540984,8,0.00135347
10.48360656,8,0.001563728
10.48770492,8,0.001667687
10.49180328,8,0.001687315
10.49590164,8,0.001625934
10.49590164,8,0.001327568
10.50409836,8,0.000959841
10.5204918,8,0.001022447
10.53688525,8,0.001434784
10.55327869,8,0.002010467
10.56967213,8,0.002600854
10.56967213,8,0.002921996
10.57786885,8,0.003121286
10.57786885,8,0.002803596
10.57786885,8,0.002220166
10.57786885,8,0.00159261
10.58196721,8,0.00102104
10.5942623,8,0.000609552
10.6147541,8,0.001020051
10.6147541,8,0.001178566
10.6352459,8,0.001724037
10.66803279,8,0.002705299
10.69262295,8,0.003619628
10.69262295,8,0.003911493
10.64344262,8,0.003472835
10.63114754,8,0.002980637
10.56557377,8,0.003977626
10.48770492,8,0.006541513
10.48770492,8,0.008085927
10.43442623,8,0.009619271
10.40163934,8,0.010221026
10.37704918,8,0.009794206
10.34836066,8,0.009380553
10.34836066,8,0.007288437
10.32377049,8,0.005641993
10.30327869,8,0.005174566
10.29098361,8,0.003907869
10.29098361,8,0.003131988
10.25819672,8,0.003170534
10.25409836,8,0.003472938
10.23770492,8,0.004042106
10.22540984,8,0.003871996
10.22540984,8,0.003598841
10.22131148,8,0.003326591
10.21311475,8,0.002988739
10.20081967,8,0.00194731
10.19672131,8,0.001357631
10.19672131,8,0.000835557
10.20901639,8,0.000563299
10.25,8,0.001742442
10.30327869,8,0.00311236
10.30327869,8,0.003773928
10.33196721,8,0.004513332
10.29508197,8,0.004323922
10.21311475,8,0.004399489
10.10655738,8,0.00707337
10.10655738,8,0.008708297
10.0204918,8,0.011377049
9.959016393,8,0.013555732
9.909836066,8,0.014974495
9.87295082,8,0.014492504
9.87295082,8,0.01233248
9.848360656,8,0.010317021
9.81557377,8,0.009694787
9.790983607,8,0.007454117
9.790983607,8,0.005800255
9.774590164,8,0.004811211
9.754098361,8,0.004459147
9.737704918,8,0.004542029
9.725409836,8,0.003999393
9.725409836,8,0.003265107
9.717213115,8,0.002904172
9.700819672,8,0.002963083
9.68852459,8,0.003024716
9.68442623,8,0.002941829
9.668032787,8,0.003067085
9.651639344,8,0.003376367
9.62704918,8,0.003934443
9.606557377,8,0.004204286
9.606557377,8,0.003957244
9.594262295,8,0.003691458
9.573770492,8,0.003802587
9.573770492,8,0.003384445
9.549180328,8,0.003250424
9.549180328,8,0.002795239
9.536885246,8,0.00270203
9.524590164,8,0.00280871
9.520491803,8,0.002541753
9.520491803,8,0.002122493
9.508196721,8,0.001949556
9.504098361,8,0.001461798
9.495901639,8,0.001507656
9.487704918,8,0.001343201
9.487704918,8,0.001211393
9.487704918,8,0.001178982
9.479508197,8,0.001240233
9.479508197,8,0.001117394
9.471311475,8,0.00107694
9.471311475,8,0.000916832
9.467213115,8,0.000878132
9.467213115,8,0.000887825
9.463114754,8,0.000802227
9.463114754,8,0.000572308
9.463114754,8,0.000465729
9.463114754,8,0.000208677
9.459016393,8,0.000238647
9.454918033,8,0.000212264
9.454918033,8,0.000247777
9.454918033,8,0.00027174
9.454918033,8,0.000285652
9.454918033,8,0.000291258
9.454918033,8,0.000289044
9.454918033,8,0.000371215
9.454918033,8,0.000377193
9.450819672,8,0.000514214
9.450819672,8,0.000575301
9.450819672,8,0.000584712
9.450819672,8,0.00053118
9.450819672,8,0.000464415
9.450819672,8,0.000377459
9.446721311,8,0.000377529
9.446721311,8,0.000377469
9.446721311,8,0.00034201
9.442622951,8,0.000295334
9.442622951,8,0.000230174
9.43852459,8,0.000286301
9.43852459,8,0.000287087
9.43852459,8,0.000233051
9.43852459,8,0.000239252
9.430327869,8,0.000562673
9.430327869,8,0.000684462
9.430327869,8,0.000720627
9.426229508,8,0.000753952
9.426229508,8,0.00077204
9.422131148,8,0.000680844
9.422131148,8,0.000548236
9.418032787,8,0.000299523
9.418032787,8,0.000299726
9.418032787,8,0.000299539
9.413934426,8,0.000339987
9.413934426,8,0.000545981
9.405737705,8,0.000890707
9.405737705,8,0.001012306
9.405737705,8,0.001011338
9.405737705,8,0.000987856
9.401639344,8,0.000998867
9.401639344,8,0.000839731
9.401639344,8,0.000603542
9.401639344,8,0.000450908
9.401639344,8,0.000436636
9.397540984,8,0.000450094
9.401639344,8,0.000375151
9.401639344,8,0.000268489
9.405737705,8,0.000386819
9.405737705,8,0.000449127
9.405737705,8,0.000477872
9.405737705,8,0.000479151
9.409836066,8,0.000512442
9.409836066,8,0.000329381
9.409836066,8,0.000308074
9.413934426,8,0.000324105
9.413934426,8,0.000363488
9.418032787,8,0.000329817
9.422131148,8,0.000314465
9.422131148,8,0.000241633
9.430327869,8,0.000443906
9.430327869,8,0.000519185
9.430327869,8,0.000525315
9.43442623,8,0.000620712
9.442622951,8,0.00083569
9.442622951,8,0.000835418
9.454918033,8,0.001087385
9.454918033,8,0.00111141
9.459016393,8,0.001054466
9.471311475,8,0.001097614
9.471311475,8,0.00097535
9.479508197,8,0.000948583
9.483606557,8,0.001030807
9.491803279,8,0.001122053
9.495901639,8,0.001857307
9.504098361,8,0.002355524
9.508196721,8,0.002448542
9.516393443,8,0.00260951
9.528688525,8,0.002669836
9.528688525,8,0.002318279
9.532786885,8,0.00178953
9.545081967,8,0.001213617
9.557377049,8,0.001317634
9.573770492,8,0.001752856
9.573770492,8,0.001898473
9.581967213,8,0.002031698
9.598360656,8,0.002450201
9.610655738,8,0.002561368
9.610655738,8,0.002317439
9.631147541,8,0.002397252
9.635245902,8,0.002393006
9.643442623,8,0.002701922
9.663934426,8,0.003039199
9.663934426,8,0.002913891
9.676229508,8,0.002944592
9.68852459,8,0.003043847
9.696721311,8,0.002659533
9.717213115,8,0.002728798
9.717213115,8,0.002385628
9.733606557,8,0.002329225
9.75,8,0.002677576
9.766393443,8,0.00291986
9.766393443,8,0.0027762
9.786885246,8,0.002905105
9.799180328,8,0.002814415
9.81557377,8,0.003048197
9.831967213,8,0.003095799
9.831967213,8,0.003194797
9.844262295,8,0.003365955
9.860655738,8,0.003694056
9.87295082,8,0.003526728
9.889344262,8,0.003547757
9.889344262,8,0.003239792
9.901639344,8,0.002932287
9.922131148,8,0.00291076
9.93852459,8,0.002972609
9.93852459,8,0.002757492
9.954918033,8,0.002778227
9.975409836,8,0.003026021
9.995901639,8,0.003520254
10.01229508,8,0.003766797
10.01229508,8,0.003549798
10.03688525,8,0.003707375
10.04918033,8,0.003862916
10.06147541,8,0.003425211
10.06967213,8,0.002914352
10.08606557,8,0.002653542
10.10655738,8,0.002806154
10.12295082,8,0.003136792
10.14754098,8,0.003427533
10.14754098,8,0.003743723
10.17213115,8,0.00424005
10.19262295,8,0.004506754
10.19262295,8,0.004222069
10.24590164,8,0.004707785
10.24590164,8,0.004622286
10.27868852,8,0.004790853
10.30737705,8,0.005237592
10.33606557,8,0.005547237
10.33606557,8,0.00544542
10.36065574,8,0.005434836
10.37704918,8,0.005037485
10.3852459,8,0.005094579
10.39754098,8,0.004452743
10.39754098,8,0.003771247
10.40983607,8,0.003300727
10.42622951,8,0.003219382
10.42622951,8,0.002455215
10.43852459,8,0.001952799
10.45491803,8,0.002096781
10.46721311,8,0.002273825
10.47131148,8,0.002382567
10.46311475,8,0.002089023
10.46311475,8,0.001766909
10.44672131,8,0.001548536
10.43032787,8,0.001356103
10.43032787,8,0.001429307
10.38114754,8,0.002790925
10.38114754,8,0.003623992
10.36065574,8,0.004276017
10.34016393,8,0.004780927
10.34016393,8,0.00462289
10.31967213,8,0.004504076
10.29918033,8,0.004568846
10.28278689,8,0.004022458
10.26229508,8,0.004254636
10.25,8,0.004261781
10.25,8,0.00403946
10.23360656,8,0.003963974
10.21721311,8,0.003529113
10.21721311,8,0.002866474
10.20081967,8,0.002645851
10.19262295,8,0.002450861
10.18442623,8,0.002442046
10.16803279,8,0.002626148
10.16803279,8,0.002085451
10.15983607,8,0.001699454
10.15163934,8,0.001553415
10.14344262,8,0.001246622
10.13934426,8,0.001177039
10.1352459,8,0.00134557
10.1352459,8,0.001433757
10.1352459,8,0.001566108
10.1352459,8,0.001279602
10.1352459,8,0.000967661
10.1352459,8,0.000666563
10.1352459,8,0.000564816
10.14344262,8,0.000783247
10.14344262,8,0.00094482
10.14344262,8,0.001012155
10.15163934,8,0.001135664
10.16393443,8,0.00146879
10.17622951,8,0.001793151
10.17622951,8,0.001767924
10.20081967,8,0.002246802
10.20081967,8,0.002457971
10.21721311,8,0.002680415
10.24180328,8,0.002898835
10.24180328,8,0.00275943
10.26639344,8,0.003017963
10.29098361,8,0.003522241
10.32786885,8,0.00420755
10.3647541,8,0.005328513
10.3647541,8,0.005294658
10.4057377,8,0.005625907
10.46721311,8,0.006759934
10.53688525,8,0.008186197
10.53688525,8,0.008463834
10.63934426,8,0.010037423
10.79098361,8,0.013843036
10.99590164,8,0.019962006
11.23770492,8,0.026959132
11.23770492,8,0.029190957
11.55737705,8,0.034528574
11.99180328,8,0.043958641
12.49590164,8,0.054967976
12.49590164,8,0.056832584
13.02868852,8,0.062030466
13.54508197,8,0.069139105
13.9795082,8,0.075192243
14.27459016,8,0.073616562
14.27459016,8,0.066040631
14.37295082,8,0.057739434
14.24180328,8,0.049576744
14.04918033,8,0.032415568
13.66393443,8,0.021406833
13.66393443,8,0.019970355
13.3442623,8,0.027286737
12.94672131,8,0.036683896
12.56967213,8,0.046425455
12.56967213,8,0.047860324
12.23770492,8,0.049108831
11.89344262,8,0.050838761
11.58196721,8,0.055575123
11.29098361,8,0.055912246
11.29098361,8,0.051901609
11.04508197,8,0.050359835
10.89344262,8,0.050360795
10.89344262,8,0.042180464
10.73360656,8,0.03457236
10.73360656,8,0.027130523
10.69672131,8,0.021655087
10.66393443,8,0.019394881
10.64344262,8,0.013056024
10.64344262,8,0.009538713
10.62704918,8,0.00809455
10.61065574,8,0.004426493
10.60655738,8,0.003883219
10.60655738,8,0.002596469
10.60655738,8,0.001573589
10.61065574,8,0.001024946
10.62295082,8,0.000968245
10.62295082,8,0.000906234
10.64344262,8,0.001328291
10.68032787,8,0.00225655
10.70901639,8,0.003378333
10.7295082,8,0.004246111
10.74180328,8,0.004710087
10.74180328,8,0.00466109
10.75819672,8,0.004614227
10.76229508,8,0.003950682
10.76229508,8,0.00284069
10.76639344,8,0.002039744
10.76639344,8,0.001495879
10.76229508,8,0.001126673
10.76229508,8,0.000954055
10.76229508,8,0.00071329
10.76229508,8,0.00076817
10.76229508,8,0.000772574
10.76639344,8,0.000724473
10.77459016,8,0.00057696
10.77459016,8,0.000337531
10.77459016,8,0.000364496
10.77459016,8,0.000363988
10.7704918,8,0.000325801
10.7704918,8,0.000438781
10.75819672,8,0.00083425
10.75,8,0.001223098
10.74180328,8,0.001546786
10.73770492,8,0.00173109
10.73360656,8,0.001782084
10.7295082,8,0.00151662
10.7295082,8,0.001121854
10.72540984,8,0.000719366
10.72540984,8,0.000450529
10.70491803,8,0.000757571
10.70491803,8,0.000941378
10.69262295,8,0.000934884
10.68852459,8,0.000935958
10.68852459,8,0.000868372
10.68442623,8,0.000775814
10.68032787,8,0.000729581
10.68852459,8,0.001540328
10.69672131,8,0.001821016
10.72131148,8,0.001821626
10.7295082,8,0.001719346
10.76639344,8,0.002249576
10.80737705,8,0.003540162
10.80737705,8,0.004126729
10.93442623,8,0.007224936
10.93442623,8,0.008167877
10.97540984,8,0.008852875
11,8,0.009160588
11,8,0.008420354
11.0204918,8,0.007555855
11.03278689,8,0.006624316
11.04098361,8,0.003751948
11.04918033,8,0.003458431
11.04918033,8,0.002446086
11.05327869,8,0.002268526
11.04508197,8,0.00208337
11.02868852,8,0.00144971
11.02868852,8,0.001094269
10.98770492,8,0.00174675
10.92213115,8,0.003856557
10.83606557,8,0.006997508
10.76229508,8,0.010045657
10.76229508,8,0.011172964
10.69672131,8,0.012277157
10.60245902,8,0.01376878
10.50409836,8,0.014975017
10.50409836,8,0.014300966
10.42213115,8,0.014092592
10.34836066,8,0.014758468
10.27868852,8,0.015844721
10.21721311,8,0.015541787
10.21721311,8,0.013970584
10.16393443,8,0.013060264
10.11885246,8,0.013008419
10.09016393,8,0.011247395
10.03688525,8,0.010214197
10.03688525,8,0.008930624
10,8,0.008364517
9.967213115,8,0.008411684
9.93442623,8,0.007717568
9.93442623,8,0.006843983
9.885245902,8,0.006776005
9.87704918,8,0.006341311
9.852459016,8,0.006528483
9.827868852,8,0.006118564
9.827868852,8,0.005484653
9.807377049,8,0.005076603
9.786885246,8,0.004984624
9.774590164,8,0.003695921
9.75,8,0.003394436
9.75,8,0.002743259
9.737704918,8,0.002402452
9.725409836,8,0.002474002
9.713114754,8,0.002962113
9.713114754,8,0.003212253
9.704918033,8,0.003543305
9.696721311,8,0.003303294
9.68852459,8,0.003278292
9.68442623,8,0.002858915
9.68442623,8,0.002225586
9.672131148,8,0.001532576
9.663934426,8,0.001676872
9.659836066,8,0.001614864
9.655737705,8,0.001542863
9.651639344,8,0.001416386
9.647540984,8,0.001345801
9.643442623,8,0.001247102
9.643442623,8,0.000879031
9.643442623,8,0.000649802
9.639344262,8,0.000582406
9.639344262,8,0.000508297
9.639344262,8,0.000454333
9.639344262,8,0.000316253
9.639344262,8,0.000220011
9.639344262,8,0.000196795
9.643442623,8,0.000196795
9.643442623,8,0.000310533
9.643442623,8,0.000381493
9.647540984,8,0.00049918
9.651639344,8,0.000633785
9.655737705,8,0.000760257
9.655737705,8,0.000771877
9.655737705,8,0.000674794
9.663934426,8,0.000733247
9.663934426,8,0.000743945
9.663934426,8,0.000639092
9.676229508,8,0.000809684
9.676229508,8,0.000877946
9.68442623,8,0.001073367
9.692622951,8,0.001281236
9.696721311,8,0.001353512
9.700819672,8,0.001465273
9.704918033,8,0.001464498
9.717213115,8,0.0014776
9.725409836,8,0.001671112
9.729508197,8,0.001657528
9.729508197,8,0.001558655
9.741803279,8,0.001652639
9.754098361,8,0.002029516
9.754098361,8,0.002081794
9.766393443,8,0.002141144
9.774590164,8,0.002275577
9.786885246,8,0.002487545
9.799180328,8,0.002661243
9.81147541,8,0.002397854
9.81147541,8,0.002019068
9.819672131,8,0.001947727
9.831967213,8,0.001785021
9.848360656,8,0.001938858
9.864754098,8,0.002590679
9.864754098,8,0.00287171
9.87704918,8,0.003219481
9.889344262,8,0.003419811
9.889344262,8,0.003170561
9.901639344,8,0.00282836
9.918032787,8,0.002741418
9.93442623,8,0.002828577
9.950819672,8,0.003337469
9.967213115,8,0.003650976
9.975409836,8,0.003795415
9.991803279,8,0.003691623
10.01229508,8,0.003427825
10.01229508,8,0.002809298
10.05327869,8,0.003141576
10.05327869,8,0.003148005
10.07786885,8,0.003494431
10.10655738,8,0.004383442
10.10655738,8,0.004651068
10.1352459,8,0.004839178
10.16393443,8,0.005252091
10.19262295,8,0.005342824
10.22540984,8,0.006032741
10.26229508,8,0.006473441
10.26229508,8,0.006298301
10.29918033,8,0.006649701
10.34016393,8,0.006764744
10.34016393,8,0.006311562
10.3852459,8,0.006473635
10.43852459,8,0.00717676
10.48770492,8,0.008215473
10.54508197,8,0.009681169
10.54508197,8,0.00957629
10.60655738,8,0.009940286
10.67622951,8,0.010731201
10.74590164,8,0.011070927
10.81557377,8,0.011861044
10.88934426,8,0.013033744
10.88934426,8,0.0129739
10.97131148,8,0.013647867
11.08196721,8,0.014268093
11.08196721,8,0.013535074
11.20491803,8,0.014073635
11.31147541,8,0.015484161
11.38114754,8,0.016704285
11.42213115,8,0.017359444
11.42213115,8,0.015582003
11.43442623,8,0.013316345
11.43032787,8,0.011442469
11.43442623,8,0.007227702
11.43442623,8,0.003781043
11.44262295,8,0.001621259
11.44262295,8,0.00055906
11.46311475,8,0.000901037
11.48770492,8,0.001572545
11.48770492,8,0.001929149
11.51639344,8,0.003354324
11.54508197,8,0.004531982
11.56557377,8,0.00531469
11.58196721,8,0.005703528
11.58196721,8,0.00536876
11.60245902,8,0.004976205
11.6147541,8,0.004228523
11.63934426,8,0.002767391
11.63934426,8,0.002104806
11.66803279,8,0.002154479
11.70081967,8,0.002837443
11.73360656,8,0.003918902
11.75819672,8,0.004694449
11.75819672,8,0.005048293
11.78278689,8,0.005022395
11.80737705,8,0.005102748
11.83606557,8,0.004817765
11.83606557,8,0.00405943
11.8852459,8,0.004040608
11.95081967,8,0.005267737
12.02868852,8,0.007320098
12.0942623,8,0.009106553
12.0942623,8,0.009664394
12.13934426,8,0.009940956
12.17622951,8,0.01000053
12.17622951,8,0.008468628
12.20081967,8,0.006645556
12.20081967,8,0.004706036
12.21311475,8,0.003710122
12.23770492,8,0.00375366
12.26639344,8,0.003563497
12.26639344,8,0.003339204
12.30327869,8,0.003844264
12.33196721,8,0.004207015
12.37704918,8,0.004766468
12.43032787,8,0.005481996
12.43032787,8,0.0055404
12.49590164,8,0.006268759
12.57786885,8,0.00784597
12.62704918,8,0.008604435
12.7295082,8,0.010298205
12.7295082,8,0.010600944
12.7704918,8,0.010521905
12.79508197,8,0.010229541
12.81557377,8,0.008648397
12.81557377,8,0.006769058
12.84836066,8,0.005612283
12.89754098,8,0.004659139
12.97131148,8,0.006065811
13.08196721,8,0.008318639
13.08196721,8,0.009178703
13.20901639,8,0.01119829
13.36065574,8,0.014231555
13.45901639,8,0.016349673
13.50819672,8,0.017010684
13.6352459,8,0.01775017
13.70081967,8,0.017671842
13.69672131,8,0.016793409
13.6352459,8,0.012843937
13.6352459,8,0.008866224
13.54508197,8,0.006358146
13.43032787,8,0.006971446
13.43032787,8,0.007484377
13.27459016,8,0.010290362
13.27459016,8,0.010960929
13.29918033,8,0.010058183
13.38114754,8,0.008590755
13.41803279,8,0.006100207
13.45491803,8,0.004918632
13.45901639,8,0.005232328
13.4057377,8,0.004874354
13.34836066,8,0.004369292
13.31147541,10,0.004214307
13.31147541,10,0.004264154
13.29918033,10,0.004717142
13.27459016,10,0.005126659
13.27459016,10,0.004615676
13.23360656,10,0.003610387
13.20901639,10,0.003261562
13.19672131,10,0.003471732
13.18032787,10,0.003904789
13.16393443,10,0.003937218
13.15163934,10,0.003748321
13.11885246,10,0.003861189
13.1147541,10,0.003365103
13.14754098,10,0.002695887
13.17622951,10,0.002274869
13.17622951,10,0.001961358
13.19262295,10,0.00205354
13.18032787,10,0.002126945
13.18032787,10,0.002352888
13.15983607,10,0.002026207
13.15983607,10,0.001110858
13.1557377,10,0.000675357
13.11065574,10,0.001609182
13.04098361,10,0.003667463
13.01639344,10,0.004910762
12.90983607,10,0.00743009
